dataset,group,norm,root_part_of_prediction_loss_metric,sensor,sensor_index,sequence,split,x,y,z
AMASS,AMASS/train,0.1564083695411682,False,pelvis,5,CMU/62/62_23_poses::original,train,0.002920743077993393,0.10903774201869965,-0.1120973527431488
AMASS,AMASS/train,0.25941601395606995,True,left_forearm,0,CMU/62/62_23_poses::offset_aug_overlay,train,0.2578948438167572,0.01425289548933506,-0.024161148816347122
AMASS,AMASS/train,0.2556065022945404,True,right_forearm,1,CMU/62/62_23_poses::offset_aug_overlay,train,-0.2503040134906769,0.05067454278469086,0.010708730667829514
AMASS,AMASS/train,0.12099570780992508,True,left_lower_leg,2,CMU/62/62_23_poses::offset_aug_overlay,train,-0.006618907675147057,-0.12080234289169312,-0.0017160242423415184
AMASS,AMASS/train,0.13378602266311646,True,right_lower_leg,3,CMU/62/62_23_poses::offset_aug_overlay,train,0.0027221068739891052,-0.13018424808979034,0.030714068561792374
AMASS,AMASS/train,0.19293524324893951,True,head,4,CMU/62/62_23_poses::offset_aug_overlay,train,0.0337662398815155,0.1884937435388565,-0.02353619784116745
AMASS,AMASS/train,0.21791675686836243,False,pelvis,5,CMU/62/62_23_poses::offset_aug_overlay,train,-0.03902650251984596,0.13691578805446625,-0.164980947971344
AMASS,AMASS/train,0.23025399446487427,True,left_forearm,0,CMU/62/62_24_poses::original,train,0.22776921093463898,0.03367072343826294,-0.002091340720653534
AMASS,AMASS/train,0.23045212030410767,True,right_forearm,1,CMU/62/62_24_poses::original,train,-0.22809475660324097,0.032859381288290024,-0.0011062166886404157
AMASS,AMASS/train,0.10248448699712753,True,left_lower_leg,2,CMU/62/62_24_poses::original,train,-0.025769798085093498,-0.09866780042648315,0.0101810023188591
AMASS,AMASS/train,0.12630559504032135,True,right_lower_leg,3,CMU/62/62_24_poses::original,train,0.02626931108534336,-0.12333737313747406,0.007135898806154728
AMASS,AMASS/train,0.2013469934463501,True,head,4,CMU/62/62_24_poses::original,train,0.0009322203695774078,0.19931474328041077,-0.02851981483399868
AMASS,AMASS/train,0.1599193811416626,False,pelvis,5,CMU/62/62_24_poses::original,train,0.0030527263879776,0.11515498161315918,-0.1109243854880333
AMASS,AMASS/train,0.23640649020671844,True,left_forearm,0,CMU/62/62_24_poses::offset_aug_overlay,train,0.2360457330942154,0.011280482634902,-0.0065721855498850346
AMASS,AMASS/train,0.19234171509742737,True,right_forearm,1,CMU/62/62_24_poses::offset_aug_overlay,train,-0.19116607308387756,0.013214139267802238,-0.01662096567451954
AMASS,AMASS/train,0.0910867303609848,True,left_lower_leg,2,CMU/62/62_24_poses::offset_aug_overlay,train,0.011435398831963539,-0.09001097083091736,0.008003112860023975
AMASS,AMASS/train,0.1142546609044075,True,right_lower_leg,3,CMU/62/62_24_poses::offset_aug_overlay,train,-0.009424960240721703,-0.11166369169950485,-0.022282682359218597
AMASS,AMASS/train,0.2031148076057434,True,head,4,CMU/62/62_24_poses::offset_aug_overlay,train,-0.03902298957109451,0.193198099732399,-0.0490645095705986
AMASS,AMASS/train,0.14957834780216217,False,pelvis,5,CMU/62/62_24_poses::offset_aug_overlay,train,-0.03382232412695885,0.0920717790722847,-0.11292704194784164
AMASS,AMASS/train,0.22974048554897308,True,left_forearm,0,CMU/62/62_25_poses::original,train,0.22731514275074005,0.0332566499710083,-0.0015844106674194336
AMASS,AMASS/train,0.2282159924507141,True,right_forearm,1,CMU/62/62_25_poses::original,train,-0.22639349102973938,0.028722725808620453,-0.001879420131444931
AMASS,AMASS/train,0.10223763436079025,True,left_lower_leg,2,CMU/62/62_25_poses::original,train,-0.025598684325814247,-0.09841229021549225,0.010595332831144333
AMASS,AMASS/train,0.12600471079349518,True,right_lower_leg,3,CMU/62/62_25_poses::original,train,0.026325054466724396,-0.1229802742600441,0.007747875992208719
AMASS,AMASS/train,0.20131553709506989,True,head,4,CMU/62/62_25_poses::original,train,0.0008777622133493423,0.1992805451154709,-0.028538445010781288
AMASS,AMASS/train,0.1646474450826645,False,pelvis,5,CMU/62/62_25_poses::original,train,0.005459781736135483,0.12759247422218323,-0.1039188876748085
AMASS,AMASS/train,0.18684130907058716,True,left_forearm,0,CMU/62/62_25_poses::offset_aug_overlay,train,0.18457254767417908,0.011089952662587166,-0.026826536282896996
AMASS,AMASS/train,0.2330750972032547,True,right_forearm,1,CMU/62/62_25_poses::offset_aug_overlay,train,-0.22953219711780548,0.03490429371595383,-0.020510060712695122
AMASS,AMASS/train,0.11499777436256409,True,left_lower_leg,2,CMU/62/62_25_poses::offset_aug_overlay,train,-0.020716622471809387,-0.11124230176210403,0.020505104213953018
AMASS,AMASS/train,0.15703363716602325,True,right_lower_leg,3,CMU/62/62_25_poses::offset_aug_overlay,train,0.06048479303717613,-0.142308309674263,0.027377013117074966
AMASS,AMASS/train,0.19266308844089508,True,head,4,CMU/62/62_25_poses::offset_aug_overlay,train,-0.031902991235256195,0.1897447407245636,0.009909311309456825
AMASS,AMASS/train,0.13930530846118927,False,pelvis,5,CMU/62/62_25_poses::offset_aug_overlay,train,0.05804945155978203,0.10196927189826965,-0.0750899389386177
AMASS,AMASS/train,0.23166635632514954,True,left_forearm,0,CMU/63/63_01_poses::original,train,0.2288084328174591,0.036254629492759705,-0.0012659337371587753
AMASS,AMASS/train,0.23067933320999146,True,right_forearm,1,CMU/63/63_01_poses::original,train,-0.22851629555225372,0.03140654042363167,-0.0026247575879096985
AMASS,AMASS/train,0.1020166203379631,True,left_lower_leg,2,CMU/63/63_01_poses::original,train,-0.025428051128983498,-0.09817711263895035,0.011048052459955215
AMASS,AMASS/train,0.12625066936016083,True,right_lower_leg,3,CMU/63/63_01_poses::original,train,0.0266303401440382,-0.12318538874387741,0.007444197311997414
AMASS,AMASS/train,0.20141607522964478,True,head,4,CMU/63/63_01_poses::original,train,0.000895325094461441,0.1993788182735443,-0.028560787439346313
AMASS,AMASS/train,0.15372265875339508,False,pelvis,5,CMU/63/63_01_poses::original,train,-2.8782524168491364e-06,0.10481996089220047,-0.11244300752878189
AMASS,AMASS/train,0.18662019073963165,True,left_forearm,0,CMU/63/63_01_poses::offset_aug_overlay,train,0.18197911977767944,0.03886312618851662,-0.014154652133584023
AMASS,AMASS/train,0.25017184019088745,True,right_forearm,1,CMU/63/63_01_poses::offset_aug_overlay,train,-0.24721384048461914,0.03638303279876709,-0.012146267108619213
AMASS,AMASS/train,0.09967734664678574,True,left_lower_leg,2,CMU/63/63_01_poses::offset_aug_overlay,train,-0.05376251041889191,-0.08333705365657806,-0.01000509224832058
AMASS,AMASS/train,0.13861967623233795,True,right_lower_leg,3,CMU/63/63_01_poses::offset_aug_overlay,train,0.03009381704032421,-0.1333785355091095,0.02280225045979023
AMASS,AMASS/train,0.21791350841522217,True,head,4,CMU/63/63_01_poses::offset_aug_overlay,train,0.028364477679133415,0.21410447359085083,-0.029000449925661087
AMASS,AMASS/train,0.10040247440338135,False,pelvis,5,CMU/63/63_01_poses::offset_aug_overlay,train,0.007114238105714321,0.06644171476364136,-0.07493692636489868
AMASS,AMASS/train,0.23204448819160461,True,left_forearm,0,CMU/63/63_02_poses::original,train,0.22913776338100433,0.036595530807971954,-0.0011386871337890625
AMASS,AMASS/train,0.23111200332641602,True,right_forearm,1,CMU/63/63_02_poses::original,train,-0.22896067798137665,0.03134001046419144,-0.0027514067478477955
AMASS,AMASS/train,0.10223238915205002,True,left_lower_leg,2,CMU/63/63_02_poses::original,train,-0.02543880231678486,-0.09844625741243362,0.010614280588924885
AMASS,AMASS/train,0.12640990316867828,True,right_lower_leg,3,CMU/63/63_02_poses::original,train,0.02664731815457344,-0.12337126582860947,0.006994063965976238
AMASS,AMASS/train,0.20142467319965363,True,head,4,CMU/63/63_02_poses::original,train,0.0009307973086833954,0.19937950372695923,-0.028615467250347137
AMASS,AMASS/train,0.1527634561061859,False,pelvis,5,CMU/63/63_02_poses::original,train,-0.00020679179579019547,0.10367386788129807,-0.11219785362482071
AMASS,AMASS/train,0.2446560114622116,True,left_forearm,0,CMU/63/63_02_poses::offset_aug_overlay,train,0.2361663579940796,0.06369754672050476,-0.004963960498571396
AMASS,AMASS/train,0.19827161729335785,True,right_forearm,1,CMU/63/63_02_poses::offset_aug_overlay,train,-0.1971561461687088,0.018760589882731438,0.009440599009394646
AMASS,AMASS/train,0.08613017201423645,True,left_lower_leg,2,CMU/63/63_02_poses::offset_aug_overlay,train,0.0078092943876981735,-0.08464323729276657,-0.01389042753726244
AMASS,AMASS/train,0.10902491956949234,True,right_lower_leg,3,CMU/63/63_02_poses::offset_aug_overlay,train,0.02888817898929119,-0.10510224848985672,0.002328794449567795
AMASS,AMASS/train,0.2185843288898468,True,head,4,CMU/63/63_02_poses::offset_aug_overlay,train,0.02043416164815426,0.21748612821102142,-0.007831748574972153
AMASS,AMASS/train,0.1797863394021988,False,pelvis,5,CMU/63/63_02_poses::offset_aug_overlay,train,0.029294051229953766,0.12768179178237915,-0.12313548475503922
AMASS,AMASS/train,0.23062680661678314,True,left_forearm,0,CMU/63/63_03_poses::original,train,0.22809389233589172,0.034077517688274384,-0.0007890646811574697
AMASS,AMASS/train,0.2300001084804535,True,right_forearm,1,CMU/63/63_03_poses::original,train,-0.22800007462501526,0.030181005597114563,-0.002263016998767853
AMASS,AMASS/train,0.10236778855323792,True,left_lower_leg,2,CMU/63/63_03_poses::original,train,-0.025270560756325722,-0.09864809364080429,0.010445890948176384
AMASS,AMASS/train,0.12631811201572418,True,right_lower_leg,3,CMU/63/63_03_poses::original,train,0.02656550705432892,-0.12327319383621216,0.007365992292761803
AMASS,AMASS/train,0.20141509175300598,True,head,4,CMU/63/63_03_poses::original,train,0.0009501427412033081,0.1993837058544159,-0.0285179540514946
AMASS,AMASS/train,0.15280018746852875,False,pelvis,5,CMU/63/63_03_poses::original,train,8.722580969333649e-05,0.1036667674779892,-0.11225458979606628
AMASS,AMASS/train,0.2059754878282547,True,left_forearm,0,CMU/63/63_03_poses::offset_aug_overlay,train,0.20370453596115112,0.018195929005742073,0.02448003925383091
AMASS,AMASS/train,0.27612462639808655,True,right_forearm,1,CMU/63/63_03_poses::offset_aug_overlay,train,-0.27610665559768677,0.0006383303552865982,0.003083594609051943
AMASS,AMASS/train,0.1121489554643631,True,left_lower_leg,2,CMU/63/63_03_poses::offset_aug_overlay,train,0.00878194160759449,-0.10740943253040314,0.03103995881974697
AMASS,AMASS/train,0.14341296255588531,True,right_lower_leg,3,CMU/63/63_03_poses::offset_aug_overlay,train,-2.394057810306549e-05,-0.14341270923614502,0.00026693614199757576
AMASS,AMASS/train,0.17243692278862,True,head,4,CMU/63/63_03_poses::offset_aug_overlay,train,-0.02306709624826908,0.16283434629440308,-0.05183990299701691
AMASS,AMASS/train,0.13811708986759186,False,pelvis,5,CMU/63/63_03_poses::offset_aug_overlay,train,-0.0516529381275177,0.10724075138568878,-0.07005517184734344
AMASS,AMASS/train,0.2314726859331131,True,left_forearm,0,CMU/63/63_04_poses::original,train,0.2286558747291565,0.03598145768046379,-0.0011953972280025482
AMASS,AMASS/train,0.23025518655776978,True,right_forearm,1,CMU/63/63_04_poses::original,train,-0.22818635404109955,0.030702803283929825,-0.0024029910564422607
AMASS,AMASS/train,0.10220082849264145,True,left_lower_leg,2,CMU/63/63_04_poses::original,train,-0.02530868537724018,-0.09843087196350098,0.010763035155832767
AMASS,AMASS/train,0.12615981698036194,True,right_lower_leg,3,CMU/63/63_04_poses::original,train,0.026738090440630913,-0.12306187301874161,0.007559880614280701
AMASS,AMASS/train,0.20141790807247162,True,head,4,CMU/63/63_04_poses::original,train,0.0008964631706476212,0.19937700033187866,-0.028586402535438538
AMASS,AMASS/train,0.15347173810005188,False,pelvis,5,CMU/63/63_04_poses::original,train,-0.000395849347114563,0.10439880192279816,-0.11249137669801712
AMASS,AMASS/train,0.2541956305503845,True,left_forearm,0,CMU/63/63_04_poses::offset_aug_overlay,train,0.24954001605510712,0.0461646169424057,-0.014629680663347244
AMASS,AMASS/train,0.22956795990467072,True,right_forearm,1,CMU/63/63_04_poses::offset_aug_overlay,train,-0.2202242761850357,0.056944169104099274,-0.030985206365585327
AMASS,AMASS/train,0.10270245373249054,True,left_lower_leg,2,CMU/63/63_04_poses::offset_aug_overlay,train,0.004991300404071808,-0.10238064080476761,-0.006409746594727039
AMASS,AMASS/train,0.1454794555902481,True,right_lower_leg,3,CMU/63/63_04_poses::offset_aug_overlay,train,-0.02054966799914837,-0.14287114143371582,-0.018160933628678322
AMASS,AMASS/train,0.20124736428260803,True,head,4,CMU/63/63_04_poses::offset_aug_overlay,train,-0.014991430565714836,0.2005515843629837,0.007403835654258728
AMASS,AMASS/train,0.2125372290611267,False,pelvis,5,CMU/63/63_04_poses::offset_aug_overlay,train,0.053997702896595,0.12115021049976349,-0.1660691201686859
AMASS,AMASS/train,0.2312433421611786,True,left_forearm,0,CMU/63/63_05_poses::original,train,0.22846269607543945,0.0357319600880146,-0.0012279003858566284
AMASS,AMASS/train,0.23017364740371704,True,right_forearm,1,CMU/63/63_05_poses::original,train,-0.22809255123138428,0.030782854184508324,-0.0024722665548324585
AMASS,AMASS/train,0.10218529403209686,True,left_lower_leg,2,CMU/63/63_05_poses::original,train,-0.02520749159157276,-0.0984746664762497,0.010447775945067406
AMASS,AMASS/train,0.12616154551506042,True,right_lower_leg,3,CMU/63/63_05_poses::original,train,0.026523737236857414,-0.12311086803674698,0.0075459410436451435
AMASS,AMASS/train,0.20141485333442688,True,head,4,CMU/63/63_05_poses::original,train,0.000890389084815979,0.19937308132648468,-0.02859243005514145
AMASS,AMASS/train,0.15327978134155273,False,pelvis,5,CMU/63/63_05_poses::original,train,-0.0006705145351588726,0.10427477955818176,-0.11234328895807266
AMASS,AMASS/train,0.18993590772151947,True,left_forearm,0,CMU/63/63_05_poses::offset_aug_overlay,train,0.18900524079799652,0.018753984943032265,-0.0009773963829502463
AMASS,AMASS/train,0.19924166798591614,True,right_forearm,1,CMU/63/63_05_poses::offset_aug_overlay,train,-0.19787417352199554,0.0025501009076833725,-0.02316361665725708
AMASS,AMASS/train,0.11975617706775665,True,left_lower_leg,2,CMU/63/63_05_poses::offset_aug_overlay,train,-0.04554692655801773,-0.1095103994011879,0.016567803919315338
AMASS,AMASS/train,0.15586839616298676,True,right_lower_leg,3,CMU/63/63_05_poses::offset_aug_overlay,train,0.02529718168079853,-0.15291035175323486,-0.016535772010684013
AMASS,AMASS/train,0.21660727262496948,True,head,4,CMU/63/63_05_poses::offset_aug_overlay,train,-0.019993238151073456,0.21239912509918213,-0.037491194903850555
AMASS,AMASS/train,0.150194451212883,False,pelvis,5,CMU/63/63_05_poses::offset_aug_overlay,train,-0.05365767329931259,0.111994169652462,-0.08447801321744919
AMASS,AMASS/train,0.23172034323215485,True,left_forearm,0,CMU/63/63_06_poses::original,train,0.22886787354946136,0.03623180836439133,-0.0010353773832321167
AMASS,AMASS/train,0.2312873899936676,True,right_forearm,1,CMU/63/63_06_poses::original,train,-0.2290288805961609,0.032189927995204926,-0.001852385699748993
AMASS,AMASS/train,0.1022062674164772,True,left_lower_leg,2,CMU/63/63_06_poses::original,train,-0.025112833827733994,-0.09851941466331482,0.01045901607722044
AMASS,AMASS/train,0.1263062059879303,True,right_lower_leg,3,CMU/63/63_06_poses::original,train,0.026783211156725883,-0.1232045516371727,0.007520562037825584
AMASS,AMASS/train,0.20139533281326294,True,head,4,CMU/63/63_06_poses::original,train,0.0009062308818101883,0.1993807852268219,-0.028400026261806488
AMASS,AMASS/train,0.146660715341568,False,pelvis,5,CMU/63/63_06_poses::original,train,-0.001581348478794098,0.09728822112083435,-0.10973544418811798
AMASS,AMASS/train,0.26686564087867737,True,left_forearm,0,CMU/63/63_06_poses::offset_aug_overlay,train,0.26372969150543213,0.030019376426935196,0.02761799655854702
AMASS,AMASS/train,0.23883803188800812,True,right_forearm,1,CMU/63/63_06_poses::offset_aug_overlay,train,-0.23842734098434448,0.013889694586396217,0.001756222452968359
AMASS,AMASS/train,0.07098542153835297,True,left_lower_leg,2,CMU/63/63_06_poses::offset_aug_overlay,train,0.007146362215280533,-0.07061827182769775,0.0009587854146957397
AMASS,AMASS/train,0.10141536593437195,True,right_lower_leg,3,CMU/63/63_06_poses::offset_aug_overlay,train,0.018734145909547806,-0.09948411583900452,0.0060842749662697315
AMASS,AMASS/train,0.1817988008260727,True,head,4,CMU/63/63_06_poses::offset_aug_overlay,train,0.008587505668401718,0.17940258979797363,-0.028138333931565285
AMASS,AMASS/train,0.1503143012523651,False,pelvis,5,CMU/63/63_06_poses::offset_aug_overlay,train,-0.037121374160051346,0.12169507145881653,-0.08004187047481537
AMASS,AMASS/train,0.23173648118972778,True,left_forearm,0,CMU/63/63_07_poses::original,train,0.22886283695697784,0.03636480122804642,-0.0010946467518806458
AMASS,AMASS/train,0.23069895803928375,True,right_forearm,1,CMU/63/63_07_poses::original,train,-0.22853338718414307,0.03145831078290939,-0.0022077709436416626
AMASS,AMASS/train,0.10206248611211777,True,left_lower_leg,2,CMU/63/63_07_poses::original,train,-0.025379547849297523,-0.09825652837753296,0.010875842534005642
AMASS,AMASS/train,0.1263045221567154,True,right_lower_leg,3,CMU/63/63_07_poses::original,train,0.026643574237823486,-0.12324798852205276,0.007272234186530113
AMASS,AMASS/train,0.2013949602842331,True,head,4,CMU/63/63_07_poses::original,train,0.0009076111018657684,0.19937199354171753,-0.028459005057811737
AMASS,AMASS/train,0.15190352499485016,False,pelvis,5,CMU/63/63_07_poses::original,train,0.00022740382701158524,0.10216927528381348,-0.1124102771282196
AMASS,AMASS/train,0.1995592713356018,True,left_forearm,0,CMU/63/63_07_poses::offset_aug_overlay,train,0.19846850633621216,0.02082701027393341,-0.000622781808488071
AMASS,AMASS/train,0.22857122123241425,True,right_forearm,1,CMU/63/63_07_poses::offset_aug_overlay,train,-0.22479292750358582,0.03282053396105766,-0.025214115157723427
AMASS,AMASS/train,0.11876961588859558,True,left_lower_leg,2,CMU/63/63_07_poses::offset_aug_overlay,train,-0.027959629893302917,-0.10890445113182068,0.03826618567109108
AMASS,AMASS/train,0.1442226767539978,True,right_lower_leg,3,CMU/63/63_07_poses::offset_aug_overlay,train,0.002713477239012718,-0.1418040245771408,0.026161691173911095
AMASS,AMASS/train,0.17209191620349884,True,head,4,CMU/63/63_07_poses::offset_aug_overlay,train,-0.002175341360270977,0.16310404241085052,-0.054844923317432404
AMASS,AMASS/train,0.17831845581531525,False,pelvis,5,CMU/63/63_07_poses::offset_aug_overlay,train,0.049166638404130936,0.118918776512146,-0.1234440803527832
AMASS,AMASS/train,0.2317936271429062,True,left_forearm,0,CMU/63/63_08_poses::original,train,0.22891411185264587,0.03640259429812431,-0.0012121107429265976
AMASS,AMASS/train,0.23030896484851837,True,right_forearm,1,CMU/63/63_08_poses::original,train,-0.22821339964866638,0.030934398993849754,-0.0019821207970380783
AMASS,AMASS/train,0.10215448588132858,True,left_lower_leg,2,CMU/63/63_08_poses::original,train,-0.025339756160974503,-0.09837480634450912,0.010762585327029228
AMASS,AMASS/train,0.12623387575149536,True,right_lower_leg,3,CMU/63/63_08_poses::original,train,0.026596326380968094,-0.12317788600921631,0.007404996082186699
AMASS,AMASS/train,0.2014041543006897,True,head,4,CMU/63/63_08_poses::original,train,0.0009233560413122177,0.19938522577285767,-0.028430849313735962
AMASS,AMASS/train,0.15177176892757416,False,pelvis,5,CMU/63/63_08_poses::original,train,0.0004063611850142479,0.10201659798622131,-0.11237043887376785
AMASS,AMASS/train,0.20209558308124542,True,left_forearm,0,CMU/63/63_08_poses::offset_aug_overlay,train,0.19974768161773682,0.01782422699034214,-0.025015713647007942
AMASS,AMASS/train,0.23453614115715027,True,right_forearm,1,CMU/63/63_08_poses::offset_aug_overlay,train,-0.22827744483947754,0.051409393548965454,-0.015927519649267197
AMASS,AMASS/train,0.0880744531750679,True,left_lower_leg,2,CMU/63/63_08_poses::offset_aug_overlay,train,-0.04707059636712074,-0.07440274953842163,0.002387305721640587
AMASS,AMASS/train,0.1531510204076767,True,right_lower_leg,3,CMU/63/63_08_poses::offset_aug_overlay,train,-0.02078239992260933,-0.15152987837791443,-0.007875487208366394
AMASS,AMASS/train,0.23234184086322784,True,head,4,CMU/63/63_08_poses::offset_aug_overlay,train,-0.0292374137789011,0.23048365116119385,0.0022782161831855774
AMASS,AMASS/train,0.13445492088794708,False,pelvis,5,CMU/63/63_08_poses::offset_aug_overlay,train,0.006412749644368887,0.09833844751119614,-0.09146886318922043
AMASS,AMASS/train,0.23182368278503418,True,left_forearm,0,CMU/63/63_09_poses::original,train,0.22894033789634705,0.03642617538571358,-0.0012948345392942429
AMASS,AMASS/train,0.23031464219093323,True,right_forearm,1,CMU/63/63_09_poses::original,train,-0.22824452817440033,0.030732616782188416,-0.002185314893722534
AMASS,AMASS/train,0.10218806564807892,True,left_lower_leg,2,CMU/63/63_09_poses::original,train,-0.025536850094795227,-0.09837181121110916,0.010642246343195438
AMASS,AMASS/train,0.1263718605041504,True,right_lower_leg,3,CMU/63/63_09_poses::original,train,0.026710163801908493,-0.12330784648656845,0.007182471454143524
AMASS,AMASS/train,0.2014094442129135,True,head,4,CMU/63/63_09_poses::original,train,0.0009055938571691513,0.1993788778781891,-0.02851327508687973
AMASS,AMASS/train,0.1518963873386383,False,pelvis,5,CMU/63/63_09_poses::original,train,-0.00018264446407556534,0.10222716629505157,-0.1123480573296547
AMASS,AMASS/train,0.2724560797214508,True,left_forearm,0,CMU/63/63_09_poses::offset_aug_overlay,train,0.26697197556495667,0.054277993738651276,-0.003490641014650464
AMASS,AMASS/train,0.19850042462348938,True,right_forearm,1,CMU/63/63_09_poses::offset_aug_overlay,train,-0.19766142964363098,0.018092753365635872,-0.002243179129436612
AMASS,AMASS/train,0.129979208111763,True,left_lower_leg,2,CMU/63/63_09_poses::offset_aug_overlay,train,-0.0373990572988987,-0.1217694878578186,0.025847557932138443
AMASS,AMASS/train,0.1117882952094078,True,right_lower_leg,3,CMU/63/63_09_poses::offset_aug_overlay,train,0.0012680646032094955,-0.10599514842033386,0.03549709543585777
AMASS,AMASS/train,0.17848430573940277,True,head,4,CMU/63/63_09_poses::offset_aug_overlay,train,0.03786858171224594,0.17417746782302856,0.009210340678691864
AMASS,AMASS/train,0.11648506671190262,False,pelvis,5,CMU/63/63_09_poses::offset_aug_overlay,train,0.007681885734200478,0.07799342274665833,-0.08617879450321198
AMASS,AMASS/train,0.2321464568376541,True,left_forearm,0,CMU/63/63_10_poses::original,train,0.22921361029148102,0.0367630235850811,-0.0012575984001159668
AMASS,AMASS/train,0.23081256449222565,True,right_forearm,1,CMU/63/63_10_poses::original,train,-0.22862815856933594,0.03161612153053284,-0.002006819471716881
AMASS,AMASS/train,0.10189732164144516,True,left_lower_leg,2,CMU/63/63_10_poses::original,train,-0.02533137798309326,-0.0980682373046875,0.011135847307741642
AMASS,AMASS/train,0.1262071430683136,True,right_lower_leg,3,CMU/63/63_10_poses::original,train,0.026744935661554337,-0.12311160564422607,0.007515507750213146
AMASS,AMASS/train,0.20139257609844208,True,head,4,CMU/63/63_10_poses::original,train,0.0009026806801557541,0.1993742138147354,-0.02842673659324646
AMASS,AMASS/train,0.15230929851531982,False,pelvis,5,CMU/63/63_10_poses::original,train,-0.0001421431079506874,0.1028091236948967,-0.11237609386444092
AMASS,AMASS/train,0.1994534432888031,True,left_forearm,0,CMU/63/63_10_poses::offset_aug_overlay,train,0.19743084907531738,0.009928097948431969,0.026536202058196068
AMASS,AMASS/train,0.19010263681411743,True,right_forearm,1,CMU/63/63_10_poses::offset_aug_overlay,train,-0.18916665017604828,0.009893054142594337,-0.016035057604312897
AMASS,AMASS/train,0.11056603491306305,True,left_lower_leg,2,CMU/63/63_10_poses::offset_aug_overlay,train,0.010597683489322662,-0.11001019924879074,0.003208296373486519
AMASS,AMASS/train,0.13228784501552582,True,right_lower_leg,3,CMU/63/63_10_poses::offset_aug_overlay,train,0.03315874561667442,-0.1271803230047226,0.015024587512016296
AMASS,AMASS/train,0.235995352268219,True,head,4,CMU/63/63_10_poses::offset_aug_overlay,train,-0.034595787525177,0.23163791000843048,-0.02899693325161934
AMASS,AMASS/train,0.2037557065486908,False,pelvis,5,CMU/63/63_10_poses::offset_aug_overlay,train,-0.05645376816391945,0.12635330855846405,-0.14954665303230286
AMASS,AMASS/train,0.23254641890525818,True,left_forearm,0,CMU/63/63_11_poses::original,train,0.22953663766384125,0.037240318953990936,-0.0019806958734989166
AMASS,AMASS/train,0.23188085854053497,True,right_forearm,1,CMU/63/63_11_poses::original,train,-0.22956600785255432,0.03259698301553726,-0.002370484173297882
AMASS,AMASS/train,0.10230615735054016,True,left_lower_leg,2,CMU/63/63_11_poses::original,train,-0.025364559143781662,-0.09855791926383972,0.010465439409017563
AMASS,AMASS/train,0.12641894817352295,True,right_lower_leg,3,CMU/63/63_11_poses::original,train,0.026561247184872627,-0.12340346723794937,0.006916274316608906
AMASS,AMASS/train,0.2013513147830963,True,head,4,CMU/63/63_11_poses::original,train,0.0009356532245874405,0.1992863565683365,-0.028747566044330597
AMASS,AMASS/train,0.15375205874443054,False,pelvis,5,CMU/63/63_11_poses::original,train,-5.144067108631134e-05,0.10484889149665833,-0.11245622485876083
AMASS,AMASS/train,0.2737938463687897,True,left_forearm,0,CMU/63/63_11_poses::offset_aug_overlay,train,0.27265945076942444,0.014686718583106995,-0.020104803144931793
AMASS,AMASS/train,0.2781425714492798,True,right_forearm,1,CMU/63/63_11_poses::offset_aug_overlay,train,-0.27227193117141724,0.052654724568128586,0.021418588235974312
AMASS,AMASS/train,0.09827708452939987,True,left_lower_leg,2,CMU/63/63_11_poses::offset_aug_overlay,train,0.0007748790085315704,-0.0981941670179367,-0.003961053676903248
AMASS,AMASS/train,0.15536397695541382,True,right_lower_leg,3,CMU/63/63_11_poses::offset_aug_overlay,train,0.02440895326435566,-0.15179570019245148,0.022365927696228027
AMASS,AMASS/train,0.22174978256225586,True,head,4,CMU/63/63_11_poses::offset_aug_overlay,train,0.03413289040327072,0.21903914213180542,0.005456168204545975
AMASS,AMASS/train,0.10500799119472504,False,pelvis,5,CMU/63/63_11_poses::offset_aug_overlay,train,0.006877885200083256,0.0881931334733963,-0.05658042058348656
AMASS,AMASS/train,0.23344750702381134,True,left_forearm,0,CMU/63/63_12_poses::original,train,0.23032201826572418,0.03803242743015289,-0.0017437934875488281
AMASS,AMASS/train,0.23133310675621033,True,right_forearm,1,CMU/63/63_12_poses::original,train,-0.22906674444675446,0.03219914063811302,-0.0025779902935028076
AMASS,AMASS/train,0.10224070399999619,True,left_lower_leg,2,CMU/63/63_12_poses::original,train,-0.02547397091984749,-0.09844069927930832,0.010661439038813114
AMASS,AMASS/train,0.12631143629550934,True,right_lower_leg,3,CMU/63/63_12_poses::original,train,0.02679317072033882,-0.12323009222745895,0.007144927512854338
AMASS,AMASS/train,0.2013537436723709,True,head,4,CMU/63/63_12_poses::original,train,0.0009405237506143749,0.1992957592010498,-0.028699219226837158
AMASS,AMASS/train,0.15378130972385406,False,pelvis,5,CMU/63/63_12_poses::original,train,0.00017754454165697098,0.10469313710927963,-0.11264105886220932
AMASS,AMASS/train,0.2509962320327759,True,left_forearm,0,CMU/63/63_12_poses::offset_aug_overlay,train,0.24726352095603943,0.04120892286300659,0.01271569449454546
AMASS,AMASS/train,0.22713617980480194,True,right_forearm,1,CMU/63/63_12_poses::offset_aug_overlay,train,-0.2244766354560852,0.014116620644927025,-0.03165135160088539
AMASS,AMASS/train,0.11237676441669464,True,left_lower_leg,2,CMU/63/63_12_poses::offset_aug_overlay,train,-0.010019869543612003,-0.11044572293758392,0.018162650987505913
AMASS,AMASS/train,0.12887156009674072,True,right_lower_leg,3,CMU/63/63_12_poses::offset_aug_overlay,train,-0.02051633596420288,-0.12722797691822052,5.68293035030365e-05
